0	1	402	346	0.5296461632550001
0	2	963	735	0.8498742173640002
0	3	1429	1032	0.9002522456289999
0	4	1785	1195	0.927885819117
0	5	2166	1298	0.9338964787630001
0	6	2553	1392	0.9414004519460002
0	7	2822	1457	0.9443211237270001
0	8	2988	1479	0.9450040003730001
0	9	3094	1482	0.9450066418990001
0	10	3164	1484	0.9450197643030002
0	11	3198	1485	0.9450203607760002
0	12	3216	1485	0.9450203607760002
0	13	3222	1485	0.9450203607760002
0	14	3224	1485	0.9450203607760002
0	15	3225	1485	0.9450203607760002
0	16	3225	1485	0.9450203607760002
1	1	408	349	0.6398455793360001
1	2	1076	764	0.8527763161580001
1	3	1674	1055	0.90998574906
1	4	2237	1267	0.9320450258099999
1	5	2682	1392	0.9412648819400001
1	6	2943	1445	0.9422857883760001
1	7	3098	1477	0.944894760584
1	8	3176	1485	0.9449869582800001
1	9	3208	1485	0.9449869582800001
1	10	3217	1486	0.9449992285800001
1	11	3220	1486	0.9449992285800001
1	12	3222	1486	0.9449992285800001
1	13	3223	1486	0.9449992285800001
1	14	3224	1486	0.9449992285800001
1	15	3224	1486	0.9449992285800001
2	1	384	310	0.5286740848829999
2	2	1026	678	0.864597561774
2	3	1810	1058	0.91665840846
2	4	2405	1304	0.9367477057139999
2	5	2831	1432	0.9430394739500001
2	6	3057	1471	0.9437456974790001
2	7	3153	1488	0.9454999251960001
2	8	3199	1493	0.9455598281310001
2	9	3227	1493	0.9455598281310001
2	10	3234	1493	0.9455598281310001
2	11	3236	1493	0.9455598281310001
2	12	3236	1493	0.9455598281310001
3	1	432	332	0.5266506726460001
3	2	1085	749	0.8329698335100001
3	3	1719	1044	0.9118887553660001
3	4	2292	1236	0.933548820999
3	5	2735	1390	0.9408080675630001
3	6	2995	1459	0.943236053949
3	7	3120	1480	0.945022150294
3	8	3184	1484	0.945082564494
3	9	3213	1485	0.945083416598
3	10	3220	1486	0.945084013071
3	11	3224	1486	0.945084013071
3	12	3225	1486	0.945084013071
3	13	3226	1486	0.945084013071
3	14	3226	1486	0.945084013071
4	1	349	298	0.512733506778
4	2	960	721	0.8035854401809998
4	3	1563	1070	0.9199408000770001
4	4	2061	1256	0.934754122723
4	5	2521	1386	0.941286354637
4	6	2870	1463	0.9439577861940001
4	7	3073	1492	0.9445019400260001
4	8	3178	1501	0.9459558859980002
4	9	3224	1502	0.9460000249980002
4	10	3238	1502	0.9460000249980002
4	11	3243	1502	0.9460000249980002
4	12	3244	1502	0.9460000249980002
4	13	3245	1502	0.9460000249980002
4	14	3245	1502	0.9460000249980002
5	1	410	335	0.5988784478570001
5	2	1145	783	0.8788069949430001
5	3	1873	1115	0.925894538407
5	4	2401	1290	0.938556298313
5	5	2773	1396	0.941599501927
5	6	2985	1440	0.944186150663
5	7	3125	1473	0.9446893183420001
5	8	3192	1482	0.944986361897
5	9	3214	1484	0.9450310973700001
5	10	3218	1484	0.9450310973700001
5	11	3220	1484	0.9450310973700001
5	12	3221	1484	0.9450310973700001
5	13	3222	1484	0.9450310973700001
5	14	3222	1484	0.9450310973700001
6	1	345	293	0.48873143170100003
6	2	898	670	0.8036531842029998
6	3	1552	1047	0.9076124688649999
6	4	2144	1284	0.9347722718479999
6	5	2619	1403	0.9412064281770002
6	6	2913	1461	0.9430155304250001
6	7	3085	1489	0.9454536555030002
6	8	3176	1497	0.9457558118360001
6	9	3216	1497	0.9457558118360001
6	10	3234	1498	0.945768082136
6	11	3240	1498	0.945768082136
6	12	3242	1498	0.945768082136
6	13	3243	1498	0.945768082136
6	14	3244	1498	0.945768082136
6	15	3244	1498	0.945768082136
7	1	395	306	0.44795210618200004
7	2	1044	714	0.830073956938
7	3	1749	1048	0.904597381418
7	4	2323	1276	0.9352418672959999
7	5	2764	1416	0.9420860535660002
7	6	3019	1476	0.9448447418700001
7	7	3144	1491	0.9450932153800001
7	8	3190	1495	0.9451944454130001
7	9	3221	1495	0.9451944454130001
7	10	3228	1495	0.9451944454130001
7	11	3233	1495	0.9451944454130001
7	12	3234	1495	0.9451944454130001
7	13	3235	1495	0.9451944454130001
7	14	3235	1495	0.9451944454130001
8	1	402	320	0.48030233364499997
8	2	1041	749	0.788309338337
8	3	1638	1086	0.9019366016380002
8	4	2114	1282	0.9271914400039999
8	5	2571	1402	0.9434177228
8	6	2908	1472	0.945656371005
8	7	3108	1496	0.9458491170560002
8	8	3185	1499	0.9460591608600002
8	9	3219	1499	0.9460591608600002
8	10	3233	1499	0.9460591608600002
8	11	3243	1499	0.9460591608600002
8	12	3244	1499	0.9460591608600002
8	13	3245	1499	0.9460591608600002
8	14	3245	1499	0.9460591608600002
9	1	406	333	0.45339321654899994
9	2	1017	757	0.8564384890760001
9	3	1574	1070	0.9199793127989999
9	4	2030	1249	0.935157423185
9	5	2454	1370	0.940693033967
9	6	2805	1451	0.9434647583600001
9	7	3021	1485	0.945339132737
9	8	3139	1490	0.94558351636
9	9	3199	1490	0.94558351636
9	10	3225	1490	0.94558351636
9	11	3232	1490	0.94558351636
9	12	3235	1490	0.94558351636
9	13	3236	1490	0.94558351636
9	14	3236	1490	0.94558351636
